ID,Apartment_renovation,Windows,Quantity_of_rooms,Distance_min,Area_sm,Cost_per_month,Is_included_utility_charges,Lease_term,Elevator_total,With_children,With_pets,WashingRoom_total,Loggia_and_Balcony,Price_per_square_meter
272819435,Евроремонт,Нет информации,6.0,5.0,185.0,299000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,3.0,5.0,1616.22
275000447,Дизайнерский,Нет информации,4.0,5.0,160.0,300000.0,0,Срок аренды - На несколько месяцев,2.0,0.0,0.0,3.0,1.0,1875.0
273686542,Дизайнерский,На улицу и двор,5.0,6.0,185.0,300000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,8.0,1621.62
269898074,Евроремонт,На улицу и двор,4.0,4.0,165.0,320000.0,0,Срок аренды - На несколько месяцев,2.0,1.0,0.0,2.0,4.0,1939.39
272157934,Евроремонт,Нет информации,2.0,7.0,140.0,330000.0,0,Срок аренды - На несколько месяцев,1.0,0.0,0.0,2.0,1.0,2357.14
270110687,Евроремонт,На улицу и двор,3.0,3.0,75.0,350000.0,0,Срок аренды - На несколько месяцев,2.0,1.0,0.0,2.0,1.0,4666.67
270175243,Дизайнерский,Нет информации,5.0,7.0,180.0,380000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,0.0,2.0,2.0,2111.11
270326681,Дизайнерский,Нет информации,4.0,5.0,200.0,380000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,2.0,1.0,1900.0
273370385,Евроремонт,На улицу и двор,4.0,10.0,160.0,400000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,3.0,1.0,2500.0
271845265,Евроремонт,Во двор,4.0,9.0,190.0,400000.0,0,Срок аренды - На несколько месяцев,2.0,0.0,0.0,3.0,4.0,2105.26
256629380,Дизайнерский,На улицу и двор,4.0,4.0,170.0,400000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,3.0,1.0,2352.94
272391924,Евроремонт,На улицу и двор,3.0,12.0,140.0,450000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,1.0,3214.29
274790341,Дизайнерский,На улицу и двор,4.0,9.0,210.8,550000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,1.0,3.0,1.0,2609.11
273448853,Евроремонт,На улицу,3.0,9.0,164.0,700000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,3.0,2.0,4268.29
274744372,Дизайнерский,На улицу и двор,6.0,9.0,379.0,1200000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,1.0,4.0,5.0,3166.23
271566133,Евроремонт,На улицу и двор,4.0,5.0,200.0,1250000.0,0,Срок аренды - На несколько месяцев,2.0,1.0,1.0,4.0,4.0,6250.0
271548829,Евроремонт,Нет информации,5.0,9.0,300.0,1300000.0,0,Срок аренды - На несколько месяцев,1.0,0.0,0.0,3.0,1.0,4333.33
269996924,Дизайнерский,На улицу и двор,6.0,9.0,350.0,1400000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,1.0,4.0,1.0,4000.0
270985600,Дизайнерский,На улицу и двор,4.0,7.0,340.0,2500000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,3.0,1.0,7352.94
272685333,Дизайнерский,Нет информации,6.0,9.0,700.0,2500000.0,0,Срок аренды - На несколько месяцев,2.0,1.0,0.0,5.0,1.0,3571.43
274878045,Евроремонт,Во двор,1.0,3.0,35.0,43000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,1228.57
254708675,Дизайнерский,Нет информации,1.0,5.0,29.0,65000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,2241.38
274876715,Косметический,Во двор,2.0,5.0,45.0,70000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1555.56
274335413,Косметический,На улицу,2.0,8.0,50.0,73000.0,1,Срок аренды - Длительный,1.0,0.0,0.0,1.0,1.0,1460.0
274815884,Евроремонт,На улицу и двор,2.0,3.0,38.6,82400.0,1,Срок аренды - На несколько месяцев,2.0,1.0,1.0,1.0,1.0,2134.72
270367080,Евроремонт,Во двор,3.0,11.0,60.0,90000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,0.0,1.0,3.0,1500.0
273695526,Евроремонт,Во двор,2.0,15.0,80.0,120000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1500.0
274624568,Дизайнерский,На улицу,2.0,6.0,58.0,120000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,1.0,1.0,1.0,2068.97
274878014,Евроремонт,Во двор,3.0,10.0,59.7,123700.0,1,Срок аренды - На несколько месяцев,1.0,1.0,0.0,1.0,3.0,2072.03
274501816,Евроремонт,На улицу и двор,3.0,11.0,83.0,135000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,3.0,1626.51
274340027,Косметический,На улицу и двор,4.0,10.0,100.0,140000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1400.0
272005977,Евроремонт,На улицу и двор,3.0,6.0,65.0,140000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,1.0,2.0,3.0,2153.85
274946027,Евроремонт,На улицу и двор,4.0,7.0,143.0,150000.0,0,Срок аренды - Длительный,1.0,1.0,1.0,2.0,4.0,1048.95
273597991,Евроремонт,На улицу и двор,4.0,8.0,100.0,150000.0,0,Срок аренды - На несколько месяцев,1.0,0.0,0.0,2.0,4.0,1500.0
271866190,Евроремонт,На улицу и двор,3.0,7.0,110.0,150000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,1.0,1.0,2.0,1363.64
273518247,Евроремонт,Во двор,4.0,9.0,143.0,150000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,4.0,1048.95
273826181,Евроремонт,Во двор,3.0,8.0,107.0,155000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,1.0,2.0,1.0,1448.6
272658028,Евроремонт,На улицу и двор,4.0,5.0,142.0,160000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,1.0,2.0,4.0,1126.76
249250266,Дизайнерский,Во двор,3.0,6.0,117.0,160000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,2.0,1.0,1367.52
271035528,Дизайнерский,На улицу и двор,3.0,5.0,145.0,160000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,2.0,3.0,1103.45
270329872,Дизайнерский,На улицу,2.0,20.0,78.0,170000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,2.0,2179.49
274844637,Евроремонт,На улицу и двор,2.0,12.0,60.0,170000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,0.0,1.0,1.0,2833.33
271768411,Дизайнерский,Во двор,3.0,9.0,73.0,170000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,2328.77
273971930,Евроремонт,Нет информации,3.0,5.0,85.0,175000.0,0,Срок аренды - На несколько месяцев,1.0,0.0,0.0,2.0,3.0,2058.82
274546080,Дизайнерский,Нет информации,3.0,2.0,80.0,180000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,2250.0
271993991,Евроремонт,На улицу и двор,4.0,5.0,135.0,185000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,4.0,1370.37
269687274,Евроремонт,На улицу и двор,4.0,5.0,135.0,185000.0,0,Срок аренды - На несколько месяцев,1.0,1.0,1.0,2.0,4.0,1370.37
274498288,Евроремонт,Во двор,3.0,11.0,108.0,190000.0,0,Срок аренды - На несколько месяцев,1.0,0.0,0.0,1.0,1.0,1759.26
274450553,Евроремонт,Во двор,4.0,5.0,111.7,190000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,4.0,1700.98
274795347,Евроремонт,На улицу и двор,4.0,3.0,112.0,190000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,4.0,1696.43
273089773,Евроремонт,Во двор,2.0,7.0,89.0,200000.0,0,Срок аренды - На несколько месяцев,1.0,0.0,0.0,2.0,1.0,2247.19
273537528,Дизайнерский,На улицу и двор,3.0,7.0,105.0,220000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,2.0,1.0,2095.24
177037577,Дизайнерский,На улицу и двор,3.0,9.0,130.0,230000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,1.0,1769.23
272471435,Евроремонт,На улицу и двор,4.0,7.0,210.0,250000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,3.0,1.0,1190.48
273952090,Евроремонт,На улицу и двор,1.0,7.0,75.0,250000.0,0,Срок аренды - На несколько месяцев,1.0,0.0,0.0,1.0,1.0,3333.33
274395928,Дизайнерский,Нет информации,3.0,9.0,70.0,250000.0,0,Срок аренды - На несколько месяцев,2.0,0.0,0.0,2.0,3.0,3571.43
274571103,Евроремонт,Нет информации,2.0,7.0,44.0,47000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1068.18
274950975,Косметический,На улицу,1.0,19.0,38.0,37000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,973.68
274663434,Евроремонт,Во двор,2.0,4.0,44.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1022.73
274898927,Косметический,На улицу и двор,1.0,14.0,36.0,28000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,2.0,777.78
274665869,Косметический,Во двор,2.0,14.0,36.0,29000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,2.0,805.56
274917400,Косметический,Нет информации,1.0,2.0,35.0,37000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1057.14
274916049,Евроремонт,Нет информации,1.0,15.0,33.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1212.12
274988154,Косметический,На улицу и двор,2.0,9.0,51.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,882.35
274957067,Евроремонт,Во двор,1.0,10.0,40.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1250.0
242760835,Косметический,Во двор,1.0,28.0,32.0,15000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,468.75
274963852,Без ремонта,Нет информации,1.0,15.0,35.0,25000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,714.29
274926583,Косметический,Во двор,1.0,12.0,34.0,25000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,735.29
263431921,Косметический,Во двор,1.0,13.0,15.0,26000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,1733.33
224286683,Косметический,Во двор,1.0,15.0,17.0,26000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1529.41
274926588,Косметический,Во двор,1.0,15.0,32.0,27000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,843.75
268446456,Евроремонт,На улицу,1.0,15.0,15.0,27000.0,1,Срок аренды - На несколько месяцев,2.0,0.0,0.0,1.0,1.0,1800.0
251933016,Косметический,Во двор,1.0,16.0,33.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,909.09
274947175,Косметический,Нет информации,1.0,7.0,38.0,30000.0,1,Срок аренды - Длительный,2.0,0.0,1.0,1.0,1.0,789.47
274669921,Косметический,Во двор,1.0,10.0,30.3,30000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,990.1
274946928,Косметический,Нет информации,1.0,5.0,33.0,33000.0,0,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1000.0
274977680,Косметический,Нет информации,1.0,15.0,38.0,35000.0,0,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,921.05
259707611,Евроремонт,Во двор,1.0,14.0,16.0,35000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,2187.5
274747960,Косметический,Во двор,1.0,6.0,30.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1166.67
273858089,Косметический,Во двор,1.0,9.0,42.0,35000.0,0,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,833.33
274813846,Косметический,Во двор,1.0,14.0,40.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,875.0
274235317,Косметический,Во двор,2.0,4.0,45.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,777.78
274262643,Евроремонт,Нет информации,1.0,18.0,38.0,35000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,921.05
274355771,Косметический,Нет информации,1.0,13.0,33.0,36000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1090.91
274876097,Косметический,Нет информации,3.0,18.0,56.0,37000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,660.71
274877802,Косметический,Нет информации,2.0,2.0,43.0,37990.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,883.49
273801712,Косметический,Нет информации,2.0,3.0,44.0,38000.0,1,Срок аренды - Длительный,1.0,0.0,0.0,1.0,1.0,863.64
273591869,Евроремонт,Во двор,1.0,12.0,38.0,40000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1052.63
274183479,Евроремонт,Нет информации,2.0,15.0,54.0,42000.0,0,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,777.78
272805799,Без ремонта,Во двор,2.0,8.0,50.0,42000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,840.0
274741609,Евроремонт,Во двор,2.0,10.0,53.0,42000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,792.45
272377027,Косметический,Нет информации,3.0,10.0,60.0,43000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,716.67
274039040,Косметический,Нет информации,2.0,8.0,64.6,44000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,681.11
274571095,Евроремонт,Во двор,2.0,15.0,39.0,45000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1153.85
274642753,Косметический,Во двор,3.0,12.0,60.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,750.0
274877261,Косметический,На улицу и двор,2.0,19.0,47.8,49000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1025.1
274930881,Косметический,Нет информации,2.0,13.0,54.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,925.93
274939997,Косметический,На улицу и двор,3.0,10.0,95.0,55000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,3.0,578.95
274331627,Евроремонт,Во двор,2.0,7.0,86.0,65000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,2.0,1.0,755.81
274055972,Косметический,Во двор,3.0,18.0,74.0,65000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,1.0,878.38
274593483,Евроремонт,На улицу и двор,3.0,12.0,63.0,70000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,3.0,1111.11
274643447,Без ремонта,На улицу и двор,3.0,7.0,118.0,90000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,3.0,762.71
271551135,Евроремонт,Во двор,3.0,7.0,169.0,120000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,3.0,710.06
197510080,Косметический,Нет информации,1.0,20.0,16.0,24500.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1531.25
274621477,Без ремонта,Во двор,1.0,3.0,33.0,25000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,757.58
190575793,Косметический,Нет информации,1.0,5.0,30.0,28000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0,933.33
273688854,Косметический,Нет информации,1.0,9.0,35.0,30000.0,0,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,857.14
274760690,Косметический,Во двор,2.0,10.0,42.5,32000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,752.94
239079716,Косметический,Во двор,1.0,15.0,38.0,35000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,921.05
274781661,Евроремонт,Нет информации,1.0,15.0,38.0,35000.0,0,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,921.05
274282429,Евроремонт,Во двор,1.0,9.0,38.1,36000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,944.88
274685657,Косметический,Во двор,1.0,6.0,50.0,38000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,760.0
266087108,Косметический,Во двор,2.0,17.0,42.2,38000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,900.47
273608211,Евроремонт,Во двор,2.0,15.0,45.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,888.89
274656377,Косметический,Во двор,1.0,4.0,34.0,40000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1176.47
274493887,Косметический,Нет информации,2.0,19.0,42.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,952.38
274491595,Косметический,Во двор,2.0,14.0,44.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,909.09
274429749,Косметический,Нет информации,2.0,12.0,52.0,42000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,807.69
274773716,Косметический,Во двор,2.0,10.0,51.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,882.35
273825705,Евроремонт,Во двор,2.0,13.0,54.0,45000.0,1,Срок аренды - Длительный,3.0,0.0,0.0,1.0,1.0,833.33
273136166,Косметический,На улицу и двор,3.0,10.0,67.0,47000.0,1,Срок аренды - На несколько месяцев,1.0,1.0,0.0,1.0,1.0,701.49
266564949,Косметический,Во двор,2.0,18.0,52.0,48000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,1.0,923.08
264386502,Дизайнерский,Во двор,2.0,10.0,49.0,50000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1020.41
159018735,Косметический,Во двор,2.0,21.0,45.0,50000.0,1,Срок аренды - Длительный,1.0,0.0,0.0,1.0,1.0,1111.11
274101772,Дизайнерский,Во двор,2.0,17.0,68.0,54000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,794.12
274528967,Евроремонт,Во двор,2.0,26.0,70.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,857.14
274440332,Дизайнерский,Во двор,2.0,20.0,55.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1090.91
273940199,Косметический,Во двор,3.0,13.0,98.4,70000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,711.38
274891317,Косметический,На улицу и двор,2.0,18.0,42.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,952.38
273283371,Косметический,На улицу,3.0,3.0,59.0,53000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,3.0,898.31
273571485,Косметический,Во двор,1.0,3.0,36.0,30000.0,1,Срок аренды - Длительный,2.0,0.0,1.0,1.0,1.0,833.33
273158753,Косметический,Во двор,1.0,10.0,16.0,30000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1875.0
273776991,Косметический,Во двор,3.0,4.0,56.0,43000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,767.86
273897133,Косметический,На улицу и двор,3.0,26.0,58.2,49500.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,850.52
258764138,Евроремонт,Во двор,2.0,20.0,48.0,50000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,2.0,1041.67
273726942,Евроремонт,Нет информации,2.0,2.0,86.0,62000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,720.93
266861552,Евроремонт,На улицу,1.0,15.0,16.0,32000.0,1,Срок аренды - На несколько месяцев,2.0,0.0,0.0,1.0,1.0,2000.0
274762109,Дизайнерский,На улицу и двор,3.0,12.0,95.2,75000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,787.82
233297417,Косметический,Нет информации,1.0,17.0,16.0,30000.0,1,Срок аренды - На несколько месяцев,2.0,1.0,0.0,1.0,1.0,1875.0
273298065,Косметический,Нет информации,1.0,10.0,32.0,33000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1031.25
274889917,Косметический,Во двор,1.0,1.0,31.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1129.03
274898167,Косметический,Нет информации,1.0,10.0,40.0,40000.0,1,Срок аренды - На несколько месяцев,2.0,1.0,0.0,1.0,1.0,1000.0
244505212,Косметический,Во двор,1.0,16.0,38.7,40000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,1033.59
274877691,Косметический,Во двор,2.0,8.0,44.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1022.73
274660550,Косметический,Нет информации,2.0,13.0,54.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,925.93
274883311,Косметический,Во двор,2.0,6.0,49.3,51000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1034.48
274939981,Евроремонт,Во двор,3.0,21.0,65.0,65000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,1000.0
270065470,Косметический,На улицу и двор,2.0,3.0,85.3,65000.0,1,Срок аренды - На несколько месяцев,2.0,1.0,1.0,1.0,1.0,762.02
274711989,Косметический,Нет информации,2.0,17.0,65.0,45000.0,1,Срок аренды - На несколько месяцев,2.0,1.0,0.0,1.0,1.0,692.31
274835606,Евроремонт,Во двор,3.0,12.0,81.3,76300.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,938.5
273174296,Косметический,Нет информации,1.0,5.0,38.0,34000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,894.74
274924248,Косметический,На улицу,1.0,10.0,38.5,40000.0,0,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0,1038.96
274949071,Косметический,Во двор,1.0,8.0,41.0,50000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1219.51
274634181,Евроремонт,Нет информации,3.0,12.0,80.0,55000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,687.5
274753085,Косметический,Во двор,1.0,5.0,39.0,34000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,871.79
274502862,Евроремонт,На улицу и двор,3.0,2.0,85.0,85000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,2.0,1000.0
274983404,Евроремонт,Нет информации,1.0,6.0,21.0,35000.0,1,Срок аренды - Длительный,4.0,0.0,0.0,1.0,1.0,1666.67
274174798,Евроремонт,Во двор,2.0,3.0,54.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,833.33
270887111,Дизайнерский,Во двор,1.0,6.0,32.0,38000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0,1187.5
273106502,Без ремонта,На улицу и двор,2.0,7.0,57.0,40000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,701.75
274634290,Без ремонта,Нет информации,3.0,14.0,80.0,56000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,3.0,700.0
272757686,Евроремонт,Во двор,3.0,2.0,85.0,75000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,3.0,882.35
274928230,Косметический,Нет информации,1.0,4.0,35.0,29000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,828.57
274203764,Евроремонт,Во двор,1.0,7.0,22.0,30000.0,1,Срок аренды - На несколько месяцев,3.0,0.0,0.0,1.0,1.0,1363.64
274517463,Косметический,Во двор,1.0,9.0,38.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,789.47
274957083,Косметический,Нет информации,1.0,4.0,39.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,769.23
273796625,Косметический,Нет информации,1.0,24.0,35.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,857.14
205070697,Косметический,Во двор,1.0,5.0,42.0,33000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,2.0,785.71
274775593,Евроремонт,На улицу,1.0,4.0,39.0,34000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,2.0,871.79
274021378,Косметический,Нет информации,1.0,9.0,40.0,35000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,875.0
269165370,Без ремонта,На улицу,2.0,12.0,44.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,795.45
274274425,Косметический,Нет информации,1.0,9.0,40.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,875.0
274460426,Косметический,На улицу,1.0,5.0,38.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,921.05
274128139,Без ремонта,Во двор,2.0,9.0,54.0,38000.0,0,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,703.7
274949271,Евроремонт,Нет информации,2.0,8.0,39.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,1025.64
273155021,Косметический,Во двор,2.0,4.0,54.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,740.74
274231837,Косметический,Нет информации,2.0,26.0,45.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,888.89
258722771,Косметический,Во двор,2.0,7.0,57.0,42000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,736.84
220984784,Евроремонт,Во двор,2.0,3.0,53.5,42000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,785.05
244760491,Косметический,Во двор,2.0,3.0,54.4,43000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,790.44
274930863,Без ремонта,На улицу и двор,2.0,5.0,54.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,833.33
274988641,Евроремонт,Во двор,1.0,15.0,40.0,45000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1125.0
274967546,Евроремонт,Во двор,1.0,15.0,40.0,45000.0,1,Срок аренды - Длительный,2.0,0.0,0.0,1.0,1.0,1125.0
273387166,Евроремонт,Нет информации,1.0,6.0,45.0,45000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0,1000.0
220422391,Косметический,Во двор,2.0,2.0,54.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,833.33
274789146,Косметический,Во двор,2.0,6.0,53.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,849.06
274939682,Евроремонт,Нет информации,1.0,6.0,42.0,45000.0,1,Срок аренды - Длительный,3.0,0.0,0.0,1.0,1.0,1071.43
274140116,Косметический,Во двор,2.0,14.0,54.0,47000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0,870.37
263415590,Евроремонт,Во двор,2.0,8.0,54.0,47000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0,870.37
274867875,Евроремонт,Во двор,2.0,2.0,60.0,48000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,2.0,800.0
274868218,Косметический,Нет информации,2.0,9.0,59.0,49000.0,0,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0,830.51
