ID,Parking,Apartment_renovation,Windows,Quantity_of_rooms,Distance_min,Area_sm,Cost_per_month,Is_included_utility_charges,Lease_term,Elevator_total,With_children,With_pets,WashingRoom_total,Loggia_and_Balcony
270925273,открытая,Евроремонт,На улицу,1,14.0,35.0,54500.0,0,Срок аренды - Длительный,,1.0,0.0,1.0,
273551431,наземная,Евроремонт,Во двор,2,10.0,50.0,55000.0,1,Срок аренды - Длительный,2.0,,,2.0,
274889862,,Косметический,На улицу и двор,3,5.0,65.0,55000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274411370,наземная,Евроремонт,Во двор,3,10.0,65.0,58000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
273869875,,Евроремонт,,2,4.0,48.0,60000.0,0,,2.0,1.0,0.0,1.0,1.0
271395800,,Косметический,,2,5.0,60.0,60000.0,0,,2.0,1.0,0.0,,1.0
273579105,,Евроремонт,Во двор,3,11.0,77.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
271865481,,Евроремонт,Во двор,3,9.0,79.4,60000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274371705,наземная,Косметический,На улицу и двор,3,12.0,64.0,60000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,2.0
207288354,наземная,Косметический,На улицу и двор,2,12.0,70.0,60000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,1.0
270301338,,Косметический,Во двор,3,12.0,54.0,60000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
272826464,,Евроремонт,Во двор,3,11.0,78.0,65000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274491963,,Евроремонт,,3,11.0,78.0,65000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
273603121,,Косметический,,3,8.0,73.8,68000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274766616,подземная,Евроремонт,,3,6.0,100.0,80000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,1.0
274554799,,Косметический,Во двор,2,10.0,44.0,50000.0,1,,1.0,1.0,1.0,1.0,1.0
272478959,наземная,Без ремонта,На улицу и двор,2,9.0,82.7,25000.0,1,Срок аренды - На несколько месяцев,4.0,,,2.0,2.0
274961095,,Косметический,Во двор,1,9.0,37.0,32000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
266620191,многоуровневая,Косметический,На улицу,1,2.0,37.6,35000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274332371,наземная,Косметический,Во двор,1,16.0,38.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274483865,наземная,Без ремонта,,3,6.0,59.0,36000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274758992,,Косметический,Во двор,1,14.0,33.0,38000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
214260482,,Евроремонт,Во двор,1,12.0,33.0,42000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,,
274312074,наземная,Евроремонт,,2,13.0,36.0,43000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
256466759,наземная,Косметический,Во двор,3,10.0,55.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,2.0
268720025,,Евроремонт,На улицу,1,12.0,43.5,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274570156,,Косметический,На улицу и двор,3,3.0,62.0,55000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,2.0
272397344,наземная,Косметический,Во двор,3,8.0,80.0,65000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,1.0
273007533,наземная,Евроремонт,,3,10.0,100.0,90000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,,
271233860,,Дизайнерский,Во двор,3,6.0,98.0,135000.0,1,Срок аренды - Длительный,,1.0,0.0,2.0,
274767829,,Косметический,Во двор,1,12.0,20.0,20000.0,1,Срок аренды - На несколько месяцев,2.0,,,2.0,
274836325,наземная,Косметический,На улицу и двор,2,12.0,48.0,42000.0,1,Срок аренды - На несколько месяцев,1.0,,,1.0,2.0
270701029,наземная,Евроремонт,Во двор,2,4.0,52.0,55000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
265088067,,Дизайнерский,Во двор,2,7.0,44.9,62000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273675100,наземная,Евроремонт,На улицу и двор,3,7.0,74.4,65000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
273577799,,,,4,15.0,102.0,300000.0,0,,,0.0,1.0,2.0,
272954985,,Евроремонт,На улицу и двор,4,11.0,144.0,350000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,3.0,
272022669,,,,2,1.0,93.0,350000.0,0,,6.0,1.0,1.0,2.0,
270696810,,,,2,5.0,108.0,350000.0,0,,,1.0,0.0,1.0,
274103896,,Евроремонт,Во двор,3,9.0,98.0,370000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,2.0,
271254638,,,,3,5.0,100.0,370000.0,0,,,,,2.0,
270696812,,,,2,1.0,110.0,432000.0,0,,6.0,1.0,1.0,2.0,
239000397,,,,3,4.0,184.0,650000.0,0,,6.0,0.0,1.0,3.0,
259346747,наземная,,,5,5.0,400.0,690000.0,0,,2.0,1.0,0.0,3.0,2.0
274535538,,Дизайнерский,,2,4.0,86.0,200000.0,0,,,,,,
273540583,,Дизайнерский,,4,8.0,170.0,210000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,2.0
271497048,,Дизайнерский,,2,3.0,98.0,209000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,
270751857,наземная,Евроремонт,На улицу и двор,4,6.0,130.0,225000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,2.0,
274590343,подземная,Евроремонт,,2,10.0,65.0,240000.0,0,,1.0,,,2.0,1.0
273785164,наземная,Евроремонт,На улицу и двор,4,6.0,191.0,350000.0,0,,1.0,1.0,1.0,3.0,1.0
272952487,,Евроремонт,,2,10.0,80.0,145000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274792159,,Дизайнерский,На улицу,2,4.0,65.0,199999.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274549288,наземная,Дизайнерский,,2,3.0,64.0,220000.0,1,Срок аренды - Длительный,50.0,1.0,1.0,2.0,
271193290,,Косметический,,2,4.0,77.0,220000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274549286,наземная,Дизайнерский,,2,3.0,60.0,230000.0,1,Срок аренды - Длительный,50.0,1.0,1.0,1.0,
274642762,наземная,Евроремонт,,4,10.0,147.0,270000.0,0,,1.0,,,2.0,1.0
273621801,,Евроремонт,На улицу и двор,4,10.0,250.0,350000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,3.0,1.0
271403788,,Косметический,,4,2.0,220.0,365000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,3.0,
272284938,подземная,Дизайнерский,На улицу и двор,3,,105.0,450000.0,0,,1.0,1.0,0.0,2.0,
265917781,,Дизайнерский,На улицу и двор,4,8.0,190.0,500000.0,0,,1.0,1.0,0.0,2.0,
274320481,подземная,Дизайнерский,На улицу и двор,4,,140.0,700000.0,0,,1.0,1.0,0.0,3.0,
190291967,наземная,Евроремонт,На улицу,2,6.0,60.0,70000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274671758,подземная,Дизайнерский,,1,9.0,50.0,115000.0,1,Срок аренды - Длительный,6.0,,,,
272285231,,Евроремонт,Во двор,2,8.0,80.0,145000.0,0,,1.0,,,1.0,
271725720,открытая,Дизайнерский,На улицу и двор,3,6.0,76.0,195000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
274749832,,Дизайнерский,,2,,90.9,199900.0,0,,,1.0,1.0,,
271822312,,Косметический,,2,4.0,77.0,215000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274340072,наземная,Евроремонт,Во двор,4,10.0,150.0,270000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,3.0,2.0
273916252,,Косметический,,2,2.0,80.0,299900.0,1,Срок аренды - На несколько месяцев,1.0,,,,
269137766,,Евроремонт,На улицу и двор,3,8.0,142.0,300000.0,0,,1.0,,,2.0,
273572647,,Евроремонт,На улицу и двор,3,8.0,115.0,300000.0,1,Срок аренды - Длительный,,1.0,0.0,2.0,1.0
271296954,,Дизайнерский,,2,2.0,120.0,300000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,
274810878,наземная,Евроремонт,На улицу и двор,4,10.0,250.0,350000.0,0,,,1.0,0.0,3.0,
274738626,,Дизайнерский,На улицу,3,4.0,90.0,349900.0,1,Срок аренды - Длительный,,1.0,1.0,2.0,
274740469,,Дизайнерский,На улицу,3,4.0,99.0,399999.0,1,Срок аренды - Длительный,,1.0,1.0,2.0,
272279097,подземная,Дизайнерский,На улицу и двор,3,15.0,112.0,450000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,1.0
267367603,,Дизайнерский,,6,10.0,347.0,1500000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,4.0,1.0
274979445,наземная,Евроремонт,Во двор,2,9.0,41.0,40000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
274307570,наземная,Косметический,,3,2.0,80.0,90000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,
274202065,подземная,Дизайнерский,,3,3.0,83.0,140000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,
273351158,наземная,Евроремонт,На улицу и двор,3,7.0,80.0,170000.0,0,,1.0,1.0,0.0,1.0,2.0
273902891,,Евроремонт,,4,11.0,125.0,200000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,2.0
271593064,,Дизайнерский,,2,4.0,72.0,200000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
243573513,подземная,Дизайнерский,На улицу,1,4.0,65.0,217000.0,1,Срок аренды - Длительный,,1.0,1.0,,
271202996,открытая,Евроремонт,На улицу,3,15.0,140.0,220000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,2.0,1.0
274736578,,Дизайнерский,На улицу,2,4.0,65.0,229000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
271589608,,Дизайнерский,,2,4.0,106.0,240000.0,1,Срок аренды - Длительный,,1.0,1.0,2.0,
274403666,,Евроремонт,,2,1.0,91.0,250000.0,1,,8.0,,,2.0,
274223064,,Евроремонт,На улицу,3,9.0,120.0,250000.0,0,,1.0,,,1.0,1.0
270067736,,Дизайнерский,,2,2.0,150.0,349000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,
274444314,наземная,Дизайнерский,,,1.0,78.3,360000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,
273542848,наземная,Дизайнерский,,3,3.0,110.0,650000.0,1,Срок аренды - Длительный,60.0,1.0,1.0,2.0,
270843684,,Дизайнерский,,6,12.0,347.0,1500000.0,0,,1.0,1.0,0.0,,
274642028,наземная,Косметический,Во двор,2,10.0,45.0,52000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274259622,наземная,Евроремонт,Во двор,2,1.0,45.0,55000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274533322,наземная,Дизайнерский,На улицу,1,10.0,50.0,120000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,
269052524,,Косметический,,6,14.0,150.0,150000.0,0,,1.0,,,1.0,1.0
271003908,,Евроремонт,,4,6.0,120.0,150000.0,1,Срок аренды - Длительный,1.0,,,1.0,
271517768,,Дизайнерский,,,4.0,68.0,190000.0,1,Срок аренды - Длительный,,1.0,1.0,,
274734837,,Дизайнерский,На улицу,2,2.0,85.0,199999.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,
271130597,,Косметический,,2,4.0,72.0,210000.0,1,Срок аренды - Длительный,,1.0,1.0,,
269105438,,Дизайнерский,На улицу и двор,3,9.0,90.0,220000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,
271436089,открытая,Косметический,Во двор,3,8.0,118.0,250000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274081358,открытая,Евроремонт,На улицу,3,10.0,130.0,300000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
270407867,наземная,Евроремонт,На улицу и двор,4,7.0,105.0,300000.0,0,,1.0,1.0,1.0,1.0,
272820570,наземная,Евроремонт,,4,7.0,144.0,350000.0,0,,,1.0,0.0,2.0,
255571290,,Евроремонт,Во двор,5,8.0,176.0,450000.0,0,,1.0,1.0,1.0,2.0,2.0
274303880,наземная,Дизайнерский,Во двор,1,10.0,48.0,70000.0,1,Срок аренды - Длительный,,,,1.0,
274760786,,Евроремонт,,3,9.0,90.0,120000.0,0,,1.0,,,1.0,1.0
274136421,открытая,Евроремонт,Во двор,3,10.0,70.0,130000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0
264333510,подземная,Косметический,На улицу и двор,3,10.0,130.0,140000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,2.0
274831131,открытая,Косметический,,5,15.0,150.0,145000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,3.0,2.0
272928281,подземная,Дизайнерский,,2,10.0,70.0,150000.0,0,,6.0,,,2.0,
274341350,наземная,Евроремонт,Во двор,4,5.0,100.0,150000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,
274279353,подземная,Дизайнерский,На улицу,2,15.0,76.0,150000.0,1,Срок аренды - Длительный,2.0,,,2.0,
271447076,,Евроремонт,Во двор,4,8.0,120.0,150000.0,0,,1.0,,,1.0,
274042514,наземная,Евроремонт,Во двор,2,10.0,56.0,150000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
271776949,подземная,Евроремонт,Во двор,2,5.0,60.0,160000.0,0,,1.0,,,1.0,1.0
274861215,подземная,Дизайнерский,,2,2.0,68.0,160000.0,1,Срок аренды - Длительный,4.0,,,2.0,
274932664,подземная,Дизайнерский,,2,2.0,75.0,170000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,
273907632,,Евроремонт,Во двор,4,11.0,134.0,170000.0,0,,1.0,,,2.0,
243998537,подземная,Дизайнерский,На улицу,1,4.0,70.0,218000.0,1,Срок аренды - Длительный,,1.0,1.0,2.0,
256632988,наземная,,Во двор,4,10.0,125.0,230000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,2.0
183939586,подземная,Дизайнерский,Во двор,2,5.0,70.0,230000.0,1,Срок аренды - Длительный,4.0,,,1.0,
272095720,подземная,Дизайнерский,На улицу и двор,2,6.0,76.0,250000.0,0,,2.0,1.0,0.0,2.0,2.0
274872436,,Дизайнерский,На улицу,2,2.0,90.0,249000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,
268569107,подземная,Дизайнерский,На улицу,2,4.0,60.0,250000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
274807079,,Дизайнерский,Во двор,3,10.0,80.0,280000.0,1,Срок аренды - Длительный,,1.0,0.0,,
273816583,,Дизайнерский,На улицу,3,5.0,88.2,300000.0,1,Срок аренды - Длительный,,1.0,0.0,,
271331148,наземная,Евроремонт,,5,10.0,200.0,300000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,1.0
151722971,наземная,Дизайнерский,На улицу и двор,3,11.0,130.0,300000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
272690475,,Евроремонт,На улицу и двор,5,5.0,160.0,330000.0,0,,1.0,1.0,0.0,3.0,
273965311,открытая,Евроремонт,На улицу и двор,6,5.0,240.0,350000.0,0,,,1.0,0.0,2.0,
270067893,,Дизайнерский,,3,2.0,150.0,350000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,2.0,
259350583,подземная,,На улицу,2,3.0,101.0,400000.0,1,Срок аренды - Длительный,6.0,1.0,0.0,2.0,
272897544,открытая,Евроремонт,Во двор,6,5.0,225.0,460000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,3.0,1.0
274407681,,Дизайнерский,,3,,190.0,489999.0,0,,,1.0,1.0,,
274410819,,Дизайнерский,,3,,232.0,649900.0,0,,,1.0,1.0,,
271305627,,Дизайнерский,,4,11.0,150.0,650000.0,0,,,1.0,0.0,,1.0
274836530,подземная,Дизайнерский,,3,3.0,130.0,750000.0,1,Срок аренды - Длительный,2.0,,,2.0,
271729425,,Дизайнерский,Во двор,5,,156.0,900000.0,0,,,,,2.0,1.0
274946184,,Евроремонт,Во двор,1,10.0,35.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274635727,,,На улицу и двор,2,3.0,40.0,75000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274356907,наземная,,На улицу и двор,2,2.0,64.0,75000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
272944944,подземная,,На улицу,2,11.0,50.0,90000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,
274980092,подземная,Дизайнерский,,1,9.0,50.0,100000.0,1,Срок аренды - Длительный,6.0,,,1.0,
274871904,,Дизайнерский,На улицу,2,2.0,95.0,199000.0,1,Срок аренды - Длительный,1.0,,,2.0,
255993304,открытая,Косметический,На улицу и двор,4,10.0,125.0,230000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,2.0,1.0
269859899,,Дизайнерский,Во двор,3,7.0,76.0,250000.0,1,Срок аренды - Длительный,,1.0,0.0,,
269859947,,,На улицу,3,10.0,110.0,250000.0,0,,,0.0,1.0,2.0,
203949941,,Дизайнерский,На улицу и двор,2,11.0,80.0,290000.0,1,Срок аренды - Длительный,,,,3.0,
273334320,подземная,,Во двор,4,7.0,166.0,300000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,3.0,2.0
271714717,,Евроремонт,Во двор,5,10.0,200.0,300000.0,0,,1.0,,,2.0,1.0
252954695,,Евроремонт,На улицу и двор,2,2.0,105.0,350000.0,0,,1.0,1.0,1.0,2.0,
273729553,,Дизайнерский,На улицу и двор,3,6.0,96.0,400000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,2.0,
273572764,подземная,Дизайнерский,На улицу и двор,2,2.0,101.0,400000.0,1,Срок аренды - Длительный,6.0,,,2.0,
273316213,,Дизайнерский,,3,,112.7,469999.0,0,,,1.0,1.0,,
269228723,подземная,Дизайнерский,На улицу и двор,3,,190.2,650000.0,0,,1.0,1.0,1.0,3.0,
271069865,,Евроремонт,На улицу,4,11.0,150.0,650000.0,0,,1.0,,,,1.0
274906441,,Евроремонт,Во двор,1,4.0,35.0,55000.0,0,,2.0,,,1.0,
274909246,наземная,Евроремонт,Во двор,1,5.0,40.0,60000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
273687986,открытая,Евроремонт,На улицу и двор,2,2.0,62.8,75000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,2.0
274881467,подземная,,,2,3.0,52.0,80000.0,1,,,,,1.0,2.0
273479708,наземная,,,2,8.0,49.0,85000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
274807080,,Дизайнерский,На улицу и двор,1,10.0,44.0,90000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
273903122,подземная,Евроремонт,На улицу,2,12.0,50.0,90000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
271310218,подземная,,Во двор,2,10.0,42.0,100000.0,1,Срок аренды - Длительный,5.0,1.0,1.0,1.0,
268313499,,Евроремонт,На улицу,2,7.0,69.8,100000.0,0,,,1.0,1.0,2.0,
266094716,,Косметический,Во двор,2,17.0,42.0,30000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
274881408,,Косметический,Во двор,1,15.0,40.0,27000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
268334929,,,На улицу,1,17.0,35.0,34000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
270136556,,,Во двор,1,5.0,35.0,34000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
274882227,,Евроремонт,На улицу и двор,1,15.0,35.0,34999.0,1,Срок аренды - Длительный,1.0,1.0,0.0,,
274553643,наземная,Косметический,,2,5.0,45.0,38000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
272685128,,Евроремонт,Во двор,2,,43.0,40000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
205251080,наземная,Косметический,Во двор,1,10.0,35.0,23000.0,1,Срок аренды - На несколько месяцев,1.0,,,1.0,1.0
274712071,,Косметический,,1,15.0,32.0,25000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
274926900,,Косметический,На улицу,1,6.0,38.0,27000.0,1,,1.0,1.0,1.0,1.0,
274866592,,Косметический,,1,12.0,36.0,28000.0,1,Срок аренды - Длительный,2.0,,,1.0,
275001255,наземная,Евроремонт,Во двор,1,14.0,17.0,29000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
274308448,,Косметический,Во двор,1,14.0,36.0,30000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274802542,,Косметический,На улицу,1,6.0,37.0,30000.0,1,,1.0,1.0,1.0,1.0,
274445682,,Евроремонт,Во двор,1,4.0,32.6,30000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
273340478,,Косметический,На улицу и двор,1,10.0,39.0,30000.0,1,Срок аренды - Длительный,1.0,,,1.0,
274181420,,Евроремонт,,1,20.0,42.0,30000.0,1,Срок аренды - Длительный,2.0,,,,
274215672,открытая,Без ремонта,Во двор,2,5.0,54.0,33000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274634705,,,,1,15.0,33.0,33000.0,0,Срок аренды - Длительный,,,,,
274395536,,Евроремонт,Во двор,1,8.0,40.0,34000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
266805477,,,Во двор,1,20.0,33.0,35000.0,1,Срок аренды - Длительный,1.0,,,1.0,
273734925,,Косметический,,1,14.0,40.0,35000.0,0,,2.0,1.0,1.0,,1.0
272070105,наземная,Косметический,Во двор,2,20.0,44.1,35000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
270308953,,Косметический,,1,15.0,36.0,35000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
211615479,наземная,Косметический,Во двор,1,15.0,35.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
274176229,,Косметический,Во двор,1,11.0,35.0,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
274482974,,Косметический,Во двор,2,6.0,48.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
273468072,,Косметический,На улицу и двор,2,5.0,65.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274131541,,Евроремонт,Во двор,1,12.0,30.0,35000.0,1,Срок аренды - Длительный,1.0,,,1.0,
274895344,наземная,Дизайнерский,Во двор,1,9.0,33.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
274669957,,,Во двор,1,11.0,36.0,36900.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274838268,,,Во двор,1,6.0,33.0,37000.0,1,Срок аренды - Длительный,,,,1.0,
274896399,наземная,Евроремонт,Во двор,,14.0,16.0,37000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,
265122650,,Косметический,Во двор,2,19.0,45.0,38000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
273523370,,Косметический,,3,19.0,60.0,38000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274623038,,Евроремонт,Во двор,1,15.0,37.0,38000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
273334655,наземная,Евроремонт,На улицу,2,14.0,49.5,38000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274690508,наземная,Евроремонт,Во двор,1,10.0,22.0,39000.0,1,Срок аренды - Длительный,1.0,,,1.0,
274858036,,,,2,10.0,45.0,40000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
273569869,,Косметический,Во двор,2,14.0,52.0,40000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274108761,,Евроремонт,Во двор,2,20.0,44.2,40000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
272881308,наземная,Дизайнерский,Во двор,,14.0,20.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,,
274864888,наземная,Косметический,,2,9.0,45.0,40000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274902469,наземная,Косметический,На улицу,2,19.0,68.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273728817,,Косметический,На улицу и двор,3,6.0,60.0,40000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
203602331,наземная,Косметический,Во двор,2,21.0,68.0,40000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274884169,,Косметический,Во двор,2,28.0,45.0,42000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
268840416,наземная,Евроремонт,На улицу,2,5.0,52.0,42000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274064047,,Косметический,,3,14.0,59.0,42000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274711810,наземная,Косметический,Во двор,3,10.0,61.0,43000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274806859,,Дизайнерский,,,13.0,23.3,44999.0,1,Срок аренды - Длительный,,,,1.0,
273896514,подземная,,,1,12.0,38.0,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274851062,,,,2,6.0,46.0,45000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,
274432571,,,,2,15.0,58.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,
274946514,наземная,Евроремонт,Во двор,2,5.0,58.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
272524949,наземная,Евроремонт,Во двор,2,10.0,45.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
274860655,,Евроремонт,Во двор,3,6.0,60.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
271950821,наземная,Дизайнерский,Во двор,,14.0,17.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
271950935,,Дизайнерский,Во двор,,14.0,17.0,45000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
262434501,наземная,Косметический,Во двор,2,16.0,47.0,45000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
273999692,,Косметический,,3,14.0,58.0,47000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
272854411,,Косметический,Во двор,3,3.0,65.0,47990.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
274362851,,,,2,10.0,50.0,48000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274593493,,,,3,7.0,70.0,50000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,2.0
271722603,,Евроремонт,,2,5.0,60.0,50000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
214706852,,Косметический,,3,5.0,60.0,50000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
273096226,наземная,,На улицу,1,11.0,23.0,55000.0,1,Срок аренды - Длительный,2.0,,,1.0,
