ID,Parking,Apartment_renovation,Windows,Quantity_of_rooms,Distance_min,Area_sm,Cost_per_month,Is_included_utility_charges,Lease_term,Elevator_total,With_children,With_pets,WashingRoom_total,Loggia_and_Balcony
268092066,,Косметический,Во двор,1,4.0,31.0,25000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274038294,,Косметический,,1,5.0,30.0,28000.0,0,,,1.0,1.0,1.0,1.0
235473501,,Косметический,Во двор,1,3.0,35.0,28000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274501726,,Косметический,Во двор,1,15.0,28.0,28000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
262059985,,Косметический,Во двор,1,24.0,31.0,28500.0,1,,,,,1.0,
274736536,,Косметический,,1,20.0,35.0,30000.0,1,Срок аренды - Длительный,,,,1.0,
274712554,наземная,Косметический,Во двор,1,15.0,36.0,30000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,1.0
273850502,,Косметический,Во двор,1,10.0,34.0,30000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274384440,наземная,Дизайнерский,На улицу,1,4.0,26.0,32000.0,1,Срок аренды - Длительный,1.0,0.0,1.0,1.0,
274757191,,Косметический,Во двор,1,8.0,35.0,34000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274878830,,,,1,,32.0,35000.0,0,,,,,1.0,1.0
271356771,,Косметический,,2,15.0,46.0,35000.0,0,,2.0,1.0,1.0,,1.0
274860419,,Без ремонта,Во двор,2,4.0,43.7,35000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
245215720,наземная,Косметический,Во двор,1,15.0,32.0,35000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274060255,наземная,Косметический,Во двор,2,8.0,42.0,35000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
251985546,,Косметический,Во двор,1,5.0,38.0,35000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
274270107,,Косметический,Во двор,1,6.0,40.0,37000.0,1,,3.0,1.0,0.0,1.0,1.0
242650178,подземная,Косметический,На улицу и двор,,6.0,20.0,40000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,
225580055,,Евроремонт,Во двор,1,3.0,33.0,40000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274610113,наземная,Косметический,Во двор,2,9.0,34.5,40000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274999979,,Косметический,На улицу,2,15.0,40.0,41000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
215686476,наземная,Косметический,,1,6.0,40.0,41000.0,1,Срок аренды - Длительный,3.0,,,1.0,2.0
274005648,наземная,Косметический,Во двор,1,12.0,36.0,42000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
271953931,,Косметический,Во двор,2,10.0,45.0,42000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
274850945,подземная,Дизайнерский,Во двор,1,5.0,22.0,42000.0,1,Срок аренды - Длительный,1.0,1.0,1.0,1.0,
273642131,,Евроремонт,Во двор,2,20.0,44.0,43000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
273469017,открытая,Косметический,Во двор,2,20.0,45.0,44000.0,0,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274446712,,,,2,8.0,45.0,45000.0,0,,,1.0,0.0,,1.0
274871040,наземная,Косметический,Во двор,2,25.0,45.0,45000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274879540,наземная,Косметический,Во двор,2,14.0,44.0,45000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274315286,наземная,Евроремонт,На улицу,2,6.0,44.0,45000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274911097,,Евроремонт,На улицу,,5.0,27.0,45000.0,1,Срок аренды - Длительный,3.0,,,1.0,
238870227,,Косметический,,3,8.0,51.0,45000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
258475348,,Косметический,Во двор,2,8.0,40.0,45000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
270854075,,Косметический,,,5.0,17.0,45000.0,1,Срок аренды - На несколько месяцев,1.0,1.0,0.0,,
274590762,,Косметический,Во двор,2,4.0,55.0,45000.0,1,,,1.0,1.0,1.0,1.0
274664171,,Косметический,Во двор,2,15.0,56.0,48000.0,0,,2.0,1.0,0.0,1.0,1.0
274620433,подземная,Евроремонт,Во двор,2,15.0,57.0,48000.0,1,Срок аренды - Длительный,2.0,,,2.0,1.0
274397097,,Косметический,,2,10.0,40.0,50000.0,0,,,1.0,1.0,,1.0
273781098,,Евроремонт,,2,4.0,52.0,50000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,
274759581,наземная,Косметический,Во двор,2,11.0,55.0,50000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
271313675,,Косметический,На улицу и двор,3,4.0,55.2,50000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
270853427,,Косметический,,,4.0,24.0,52000.0,1,Срок аренды - На несколько месяцев,1.0,1.0,1.0,,
271757627,наземная,Косметический,На улицу и двор,2,4.0,59.0,52000.0,1,Срок аренды - Длительный,3.0,,,1.0,1.0
274851306,наземная,Евроремонт,Во двор,2,16.0,51.0,52000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274763187,,Косметический,Во двор,3,15.0,56.0,54990.0,0,,,,,1.0,2.0
274353424,открытая,Косметический,Во двор,2,9.0,42.7,54500.0,1,,,1.0,0.0,1.0,1.0
274667114,,Евроремонт,Во двор,2,8.0,54.0,55000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274488386,,Дизайнерский,На улицу,1,6.0,42.0,55000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
270853689,,Косметический,,,7.0,24.0,55000.0,1,Срок аренды - На несколько месяцев,1.0,1.0,0.0,,1.0
274553754,подземная,Евроремонт,На улицу,,5.0,26.0,55500.0,0,Срок аренды - Длительный,,1.0,1.0,1.0,
270853413,,Евроремонт,,,6.0,24.0,57999.0,1,Срок аренды - На несколько месяцев,1.0,1.0,1.0,,
270853909,,Евроремонт,,,6.0,24.0,57999.0,1,Срок аренды - На несколько месяцев,1.0,1.0,1.0,1.0,1.0
219382974,подземная,Евроремонт,Во двор,2,6.0,50.0,60000.0,1,Срок аренды - Длительный,4.0,,,1.0,1.0
274004056,,Косметический,На улицу и двор,3,18.0,68.0,60000.0,1,Срок аренды - Длительный,,1.0,0.0,,
274758203,подземная,Дизайнерский,Во двор,,5.0,44.0,60000.0,1,Срок аренды - Длительный,4.0,,,1.0,1.0
274522803,,Косметический,Во двор,3,14.0,64.0,60000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,1.0
274715006,подземная,Евроремонт,,2,5.0,45.0,62000.0,1,Срок аренды - Длительный,4.0,,,1.0,1.0
274569884,,Дизайнерский,Во двор,2,5.0,75.0,65000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274012080,подземная,Евроремонт,,2,6.0,43.0,65000.0,1,Срок аренды - Длительный,3.0,1.0,0.0,1.0,
190061638,подземная,Евроремонт,Во двор,2,5.0,45.0,70000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,1.0,1.0
272847319,подземная,Евроремонт,Во двор,2,4.0,65.0,75000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,2.0
273938509,,Дизайнерский,Во двор,2,6.0,43.0,78000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
270853787,,Евроремонт,,2,6.0,40.0,83000.0,1,Срок аренды - На несколько месяцев,1.0,1.0,1.0,1.0,
274868356,открытая,Дизайнерский,,2,,45.0,85000.0,1,Срок аренды - Длительный,1.0,,,1.0,
155438235,подземная,Евроремонт,,3,7.0,80.0,85000.0,1,Срок аренды - Длительный,,1.0,0.0,,1.0
274828175,,Дизайнерский,На улицу,2,6.0,50.0,85000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
272379342,подземная,Евроремонт,На улицу,2,8.0,71.0,87000.0,0,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
240275654,подземная,Евроремонт,Во двор,2,5.0,63.0,87000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,1.0,1.0
247370610,подземная,Дизайнерский,Во двор,2,5.0,72.0,95000.0,1,Срок аренды - Длительный,4.0,,,2.0,1.0
273102357,подземная,Дизайнерский,На улицу и двор,4,3.0,97.3,115000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,1.0
235801221,подземная,Дизайнерский,,3,5.0,100.0,140000.0,1,Срок аренды - Длительный,4.0,1.0,0.0,2.0,
256067535,наземная,Евроремонт,Во двор,2,2.0,66.5,164847.0,1,Срок аренды - Длительный,2.0,1.0,0.0,3.0,
270738462,,Дизайнерский,Во двор,3,7.0,130.0,210000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,2.0,1.0
274619519,наземная,Евроремонт,Во двор,2,10.0,40.0,39990.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
274666947,наземная,Евроремонт,Во двор,2,10.0,40.0,45000.0,1,Срок аренды - Длительный,,,,1.0,1.0
274738864,,Евроремонт,Во двор,2,2.0,46.0,45000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
273802288,,Косметический,Во двор,2,24.0,57.0,47000.0,1,Срок аренды - Длительный,2.0,1.0,1.0,1.0,1.0
272600441,,Евроремонт,Во двор,1,11.0,40.0,60000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
261474673,,Евроремонт,Во двор,,2.0,17.3,30000.0,1,Срок аренды - Длительный,,,,1.0,
274619019,наземная,Евроремонт,,1,40.0,18.0,30000.0,1,Срок аренды - Длительный,,,,1.0,
274375597,,Косметический,,1,25.0,30.6,30000.0,1,Срок аренды - Длительный,1.0,,,,
273690057,,Косметический,Во двор,1,35.0,23.9,35000.0,1,Срок аренды - Длительный,1.0,,,1.0,
273873076,,Косметический,Во двор,2,20.0,54.0,37000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
274538812,,Евроремонт,,1,3.0,31.8,37000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
273808862,,Косметический,,1,5.0,25.0,37500.0,1,Срок аренды - Длительный,1.0,0.0,1.0,,
274834969,,Евроремонт,На улицу,,5.0,16.0,40000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,
272368546,,Косметический,Во двор,2,3.0,45.0,40000.0,1,Срок аренды - Длительный,1.0,,,1.0,1.0
271151113,наземная,Евроремонт,Во двор,,4.0,16.0,40000.0,1,Срок аренды - Длительный,1.0,,,1.0,
274998672,,Евроремонт,,2,16.0,56.4,45000.0,1,,2.0,1.0,0.0,1.0,1.0
274757275,,Косметический,На улицу,2,5.0,51.0,42000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
267984007,наземная,Косметический,На улицу,2,6.0,52.0,42000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274872532,,Евроремонт,Во двор,3,7.0,66.0,76000.0,1,Срок аренды - Длительный,3.0,,,2.0,1.0
274949393,,Косметический,На улицу,2,16.0,36.0,38000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
274798171,,Косметический,Во двор,1,17.0,32.0,30000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
274384008,,Косметический,На улицу и двор,1,,30.0,32000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,1.0
234518960,,Косметический,Во двор,1,15.0,33.0,33000.0,1,Срок аренды - Длительный,,1.0,1.0,,1.0
270217127,наземная,Косметический,На улицу,1,20.0,38.5,35000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
274916634,,Косметический,,1,14.0,39.0,35000.0,1,Срок аренды - Длительный,3.0,1.0,1.0,1.0,1.0
273599973,,Косметический,На улицу,1,15.0,32.0,35000.0,1,Срок аренды - Длительный,,,,1.0,1.0
224266694,наземная,Евроремонт,Во двор,1,8.0,36.0,38000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
273942189,,Косметический,На улицу и двор,2,12.0,51.0,38000.0,1,Срок аренды - Длительный,1.0,1.0,0.0,1.0,1.0
274504750,,Евроремонт,,1,18.0,39.0,40000.0,1,Срок аренды - Длительный,2.0,,,1.0,1.0
274167107,наземная,Евроремонт,Во двор,2,15.0,64.0,60000.0,1,Срок аренды - Длительный,,1.0,1.0,1.0,1.0
274872360,,Евроремонт,Во двор,2,15.0,66.0,76000.0,1,Срок аренды - Длительный,3.0,,,2.0,1.0
272514227,,,На улицу и двор,3,12.0,78.0,85000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
272119334,,,Во двор,3,11.0,112.0,100000.0,1,Срок аренды - Длительный,4.0,1.0,1.0,2.0,1.0
274334526,,Косметический,,1,15.0,40.0,27000.0,0,,2.0,,,1.0,1.0
274999062,,Косметический,,1,,38.0,28000.0,0,,1.0,1.0,0.0,,1.0
274884113,,Косметический,Во двор,1,18.0,38.0,28000.0,1,Срок аренды - Длительный,2.0,,,1.0,
272974119,,Косметический,,1,5.0,38.0,30000.0,0,,2.0,,,1.0,1.0
273226930,,,,1,9.0,40.0,33000.0,1,Срок аренды - Длительный,,1.0,0.0,1.0,
158926966,,Косметический,На улицу,1,15.0,39.0,33000.0,1,Срок аренды - Длительный,2.0,1.0,0.0,1.0,1.0
